[12:21] 各位线上的朋友大家午安
[01:42:10] 怎么管也不知道
[01:42:10] 等等的
[01:42:11] 所以你必须要一个中间有一个办公室
[01:42:13] 来做这些协调
[01:42:14] 避免了这个重复的开发也好
[01:42:17] 或是避免了这个风险
[01:42:19] 等等的
[01:42:20] 这些事情呢
[01:42:21] 其实是要去考虑的
[01:42:23] 然后呢
[01:42:24] 我给各位看几个呢
[01:42:26] 这个统计
[01:42:27] 不好意思
[01:42:29] 这边可能那个格式有点跑掉
[01:42:31] 但简单讲的是这样子
[01:42:32] 我们去看呢
[01:42:33] 这个四种不同类型的
[01:42:35] 右边是最领先的
[01:42:36] 左边是最不领先的
[01:42:38] AI的这个自带的企业
[01:42:39] 我们去发现
[01:42:40] 就说越是AI走的落后的公司
[01:42:43] 越是呢
[01:42:45] IT的部门来主导AI的转型的
[01:42:47] 好
[01:42:48] 那我们发现比较好的一个实践
[01:42:50] 都是呢
[01:42:50] AI
[01:42:51] 这个IT呢
[01:42:52] 这个IT当然也包括了数位啦
[01:42:54] Digital啦
[01:42:54] 或是甚至AI部门啦
[01:42:56] 就是IT跟业务
[01:42:58] 相关的业务部门呢
[01:42:59] 共同来主导
[01:43:00] 这个呢
[01:43:01] 我们发现是一个
[01:43:01] 比较容易发挥效果的
[01:43:02] 一个组织的方式
[01:43:03] 好
[01:43:05] 然后这里呢
[01:43:06] 我再简单讲一下
[01:43:07] 就是呢
[01:43:07] 领先的企业呢
[01:43:08] 他也花更多的时间
[01:43:10] 确保更多的时间呢
[01:43:11] 来给大家做这个教育训练
[01:43:13] 而且呢
[01:43:14] 甚至在做AI转型的时候呢
[01:43:16] 他不是一个呢
[01:43:17] 只是精英的这个同事啊
[01:43:19] 就是AI的几个工程师呢
[01:43:20] 这个官司房子来做
[01:43:22] 他会让呢
[01:43:23] 一线的员工
[01:43:24] 亲自来参与这个转型
[01:43:26] 因为只有他们才知道
[01:43:27] 他们要解决什么问题
[01:43:28] 好
[01:43:28] 那所以呢
[01:43:29] 这个东西也是
[01:43:30] 我想也是一个
[01:43:31] 一个很值得大家参考的
[01:43:32] 一个一个统计
[01:43:33] 好
[01:43:34] 那我最后呢
[01:43:35] 大概两分钟时间吧
[01:43:36] 跟大家讲一个具体的案例啊
[01:43:38] 呃
[01:43:39] 那个是这样
[01:43:40] 这个是一个欧洲的一个
[01:43:41] 生计公司啊
[01:43:42] 那我简单来说一下
[01:43:43] 就是他们推推进了一个
[01:43:45] 非常呃
[01:43:46] 有野心的一个AI转型计划
[01:43:47] 简单来说呢
[01:43:48] 就是CEO定了一个呢
[01:43:50] 呃
[01:43:50] 希望在未来几年
[01:43:51] 能够省呢
[01:43:52] 大概10亿欧元吧
[01:43:53] 好
[01:43:54] 的一个一个目标
[01:43:55] 然后呢
[01:43:56] 所以有一个明确的价值创造的目标
[01:43:58] 好
[01:43:59] 而且呢
[01:43:59] 希望呢
[01:44:00] 这个事情是一个
[01:44:00] 呃
[01:44:01] 有一个实证的方式
[01:44:02] 哦
[01:44:02] 要有验证的这个手法
[01:44:03] 那我们具体是怎么帮他们推的
[01:44:05] 哦
[01:44:05] 首先呢
[01:44:06] 我们聚焦在三个呢
[01:44:08] 核心的重大的这个
[01:44:09] 哎
[01:44:09] 核心的一个职能
[01:44:10] 好
[01:44:11] 一个叫商务职能
[01:44:12] 一个叫研发职能
[01:44:13] 一个叫行销跟销售职能
[01:44:15] 好
[01:44:15] 那这个因为
[01:44:16] 有一些行业的知识了
[01:44:17] 我简单跟各位说
[01:44:18] 就是说
[01:44:19] 这三个职能呢
[01:44:20] 都有一个特色
[01:44:20] 就是要写
[01:44:21] 大量可文件
[01:44:22] 商务要写什么
[01:44:25] 他要写的是一个
[01:44:26] 比较像行销文件吧
[01:44:27] 就是呢
[01:44:27] 你可以想象
[01:44:28] 如果今天是
[01:44:29] 类似像药这种东西的话
[01:44:30] 如果要去
[01:44:31] 呃
[01:44:31] 这个
[01:44:31] 你要去做这个行销的包装
[01:44:33] 要写行销文案的话
[01:44:34] 要怎么写
[01:44:35] 那种的这个文件哦
[01:44:37] 是商业商务部门来主导的
[01:44:38] 研发部门当然就要写
[01:44:40] 大量的有关临床的文件啊
[01:44:42] 或是营运的文件啊
[01:44:43] 那行销呢
[01:44:44] 跟销售部门呢
[01:44:45] 他们反而主要的负责的是
[01:44:47] 类似像那个产品品质
[01:44:48] 审查报告
[01:44:49] 的撰写
[01:44:50] 那这些呢
[01:44:51] 其实都耗费了
[01:44:52] 相不同的部门大量的时间
[01:44:54] 尤其是商务部门这边
[01:44:56] 还需要靠外包的力量
[01:44:57] 来写这些东西
[01:44:58] 所以他有一些外包的成本
[01:45:00] 那我们呢
[01:45:01] 通过呢
[01:45:02] 一些这个专案啊
[01:45:03] 我们先讲结论
[01:45:04] 创造价值就是呢
[01:45:05] 我们这三个部门
[01:45:06] 利用AI啊
[01:45:08] 然后呢
[01:45:08] 快速的
[01:45:09] 生成高品质
[01:45:11] 的文件呢
[01:45:12] 因此呢
[01:45:13] 光是做这个三个灯塔专案
[01:45:15] 就大概带来了
[01:45:16] 快两亿欧元的价值
[01:45:18] 已经占了刚才的
[01:45:18] 大目标的20%了
[01:45:20] 好
[01:45:21] 那具体是怎么做的
[01:45:22] 我跟大家讲一些概念
[01:45:23] 首先是这样
[01:45:24] 这个当然得一步一步来
[01:45:25] 所以呢
[01:45:26] 我们以刚才那个商务的
[01:45:27] 行销文件为例子的话
[01:45:29] 它其实前两季
[01:45:30] 就换句话说
[01:45:31] 半年的时间呢
[01:45:32] 我们做了一些
[01:45:33] 这个价值的这个验证
[01:45:35] 那你看到中间呢
[01:45:36] 有绿色跟白色的部分
[01:45:37] 其实就是参与方啦
[01:45:39] 所以一开始呢
[01:45:40] 其实是
[01:45:40] 只是focus在内容制作
[01:45:42] 这边的指流程
[01:45:44] 然后呢
[01:45:45] 这边呢
[01:45:45] 关键就是要证明呢
[01:45:47] AI确实是可以加速的
[01:45:48] 然后呢
[01:45:49] 再第一年呢
[01:45:50] 我们做端到端灯塔专案
[01:45:52] 基本上把整个内容制作呢
[01:45:53] 端到端打通
[01:45:54] 然后呢阶段三呢
[01:45:56] 才延伸到其他的指流程
[01:45:58] 包括跟医疗的这个互动啊
[01:46:00] 跟这个商业情报分析互动
[01:46:01] 最后我们达到的一个目的是什么
[01:46:03] 是希望呢
[01:46:04] 能够呢
[01:46:05] 利用市场的洞察
[01:46:06] 实时的来产生的最新的这个文案
[01:46:09] 所以这个东西其实
[01:46:11] 呃是一个这个这个这个整个这个
[01:46:13] reshape的一个大的目标
[01:46:14] 好
[01:46:15] 那好
[01:46:16] 那我们这里面其实呢
[01:46:17] 我刚才提到又有一个验证的手法嘛
[01:46:19] 我们具体是怎么做呢
[01:46:21] 是用一个叫镜像流程的手法
[01:46:23] 这个呃
[01:46:24] 讲的要简单一点
[01:46:26] 就是我们喜欢讲的A-B testing啊
[01:46:28] 就是你有一个实验组
[01:46:29] 一个对照组
[01:46:29] 所以你有一个现行流程
[01:46:31] 基本上不用AI的做法
[01:46:33] 好
[01:46:33] 跟呢
[01:46:34] 利用一个AI的做法的镜像流程
[01:46:36] 好
[01:46:36] 那我们一开始花一个月呢
[01:46:38] 去定义就是说
[01:46:38] 如果有AI的话
[01:46:40] 我怎么样能够重新去想象
[01:46:42] 新的工作流程长什么样子
[01:46:44] 把它定义出来
[01:46:44] 然后接下来呢
[01:46:45] 大概花三到五个月左右时间呢
[01:46:47] 去把这个镜像流程
[01:46:48] 就是有AI的这个新的这个工作的方式呢
[01:46:51] 把它打造出来
[01:46:52] 好
[01:46:52] 那
[01:46:53] 然后呢
[01:46:54] 这个东西呢
[01:46:54] 最后呢
[01:46:55] 我们跟现行流程来做对比
[01:46:57] 这对比呢
[01:46:57] 可能对比的技术可信性啊
[01:46:59] 对比的成效啊
[01:47:00] 等等的
[01:47:01] 因为你有A跟B可以比较了嘛
[01:47:02] 你就知道今天有AI之后
[01:47:04] 是不是可以大幅的来缩短呢
[01:47:05] 那个时间啊
[01:47:06] 跟带来价值
[01:47:07] 好
[01:47:08] 然后呢
[01:47:09] 我最后呢
[01:47:09] 讲一下啊
[01:47:10] 就说
[01:47:10] 这个案例呢
[01:47:11] 给我们一个启发啊
[01:47:12] 因为我在想在座的这个
[01:47:14] 这个观众们可能也好奇
[01:47:16] 想知道
[01:47:16] 这个东西的KPI要怎么定啊
[01:47:18] 那我这边呢
[01:47:19] 简单给各位看一下
[01:47:20] 这个案例里面啊
[01:47:21] 三个不同的职能呢
[01:47:23] 都有初期的KPI
[01:47:25] 跟长期的KPI
[01:47:26] 初期就是上半步
[01:47:28] 然后长期是下半步
[01:47:30] 各位可以看到啊
[01:47:31] 几个特色
[01:47:32] 第一个就是
[01:47:33] 不管是哪个KPI
[01:47:34] 基本上我们最后都要跟价值创造有关
[01:47:37] 不管是成本减少
[01:47:38] 不管是时间的效率提升
[01:47:40] 或是这个
[01:47:41] 甚至呢
[01:47:42] 有可能带来这个
[01:47:43] 这个
[01:47:44] 上市时间的缩短
[01:47:45] 这些其实都是明显的价值创造
[01:47:48] 可是在一开始的时候呢
[01:47:49] 因为不可能马上就发生
[01:47:51] 这个最终的这个KPI的达成嘛
[01:47:53] 所以你一定要一开始有一个初步验证的一个
[01:47:56] 自己定的一个KPI
[01:47:57] 比方说以商务部门的例子来讲
[01:47:59] 它只focus在几个单件
[01:48:02] 单件的意思就是说
[01:48:03] 那个单件的这个行销的文件啊
[01:48:06] 能够让它成本降低80%
[01:48:08] 那具体来讲就是
[01:48:09] 以前可能要花五个小时做
[01:48:10] 现在一个小时就把它做完
[01:48:12] 而且这个做完有个前提
[01:48:13] 要通过呢
[01:48:14] 这个合规的审核检视
[01:48:15] 好
[01:48:15] 所以我们有初期的KPI
[01:48:17] 跟长期的KPI
[01:48:19] 但不管怎么说呢
[01:48:20] 都是要有办法一个测量的
[01:48:21] 而且呢
[01:48:22] 是要最后呢
[01:48:23] 要体现在价值创造的
[01:48:25] 好
[01:48:25] 那以上呢
[01:48:26] 我就跟大家呢
[01:48:27] 简单分享一下
[01:48:28] 我们对AI的观察
[01:48:29] 我们谢谢波士顿顾问公司的
[01:49:20] 董事总经级
[01:49:21] 全球合伙人徐瑞婷JT
[01:49:23] 刚才非常精彩
[01:49:24] 而且完整的一个简报的分享
[01:49:25] 那JT是台湾现在百大企业的
[01:49:29] 老板最信任的顾问
[01:49:31] 那所以他每次有这个
[01:49:34] 所谓转型的计划
[01:49:35] 或者说要导入新科技的时候
[01:49:36] 都会想优先先听你的意见跟声音
[01:49:39] 那所以我想今天我们的这个
[01:49:41] 现场观众其实听到都是赚到
[01:49:43] 那我一个问题想请教是说
[01:49:45] 那就你跟台湾的这些
[01:49:47] 重要的企业的老板
[01:49:48] 在过去这个半年当中
[01:49:51] 我想他们对AI有很多的关注
[01:49:52] 跟一些他们的想法
[01:49:54] 或者问题跟你交流
[01:49:55] 就说能不能
[01:49:56] 大概也帮我们简单整理一下
[01:49:58] 就除了刚才报告里面
[01:49:59] 全球的那个调查的一些结果之外
[01:50:01] 就是回到台湾这边
[01:50:02] 就是你所接触到台湾这些大老板
[01:50:04] 百大企业这边
[01:50:06] 他们对于AI的现在的观察
[01:50:08] 焦虑或者他的想法计划是什么
[01:50:10] 其实如果要结论来说的话
[01:50:15] 我觉得跟我们在
[01:50:16] Global的这个观察
[01:50:17] 其实没有太大的不同
[01:50:18] 基本上还挺类似的
[01:50:21] 那当然了你如果要看戏的话
[01:50:23] 他们就会想说
[01:50:24] 哇这个技术进步那么快
[01:50:26] 我是不是现在如果压在某个技术
[01:50:28] 是不是到后来
[01:50:29] 可能三个月之后我就会后悔
[01:50:30] 他们会有一些这方面的质疑
[01:50:33] 可是大的问题比方说我AI投资了那么多
[01:50:37] 怎么都还没看到效果
[01:50:39] 像这种问题就很像
[01:50:40] 然后或者会问说
[01:50:44] 今天我到底这个AI工具是要买的
[01:50:47] 还是要自己去做的
[01:50:49] 自己要不要概算力
[01:50:50] 就是会有一些不同的点状的问题
[01:50:53] 可是最终呢
[01:50:54] 其实还是最关键就是说
[01:50:56] 你投资这个AI到底是不是能够成功的
[01:50:59] 不是只有转成你的投资报酬
[01:51:01] 能不能转成你的竞争优势
[01:51:03] 这个是一个CEO
[01:51:05] always要回答的
[01:51:05] 那我觉得这里呢
[01:51:07] 搭着刚才的那个
[01:51:08] 我们的全球的那个调研来看
[01:51:11] 有一个有趣的意思就是
[01:51:12] 现在CEO的焦虑
[01:51:14] 至少有一半的CEO觉得
[01:51:15] 我没有把AI做好
[01:51:16] 我的工作可能就没了
[01:51:19] 所以这个我觉得给台湾的这些老板们
[01:51:22] 我觉得是一个警钟
[01:51:23] 因为现在我在台湾
[01:51:24] 还没有感觉到那么强烈的感觉
[01:51:27] 就台湾的老板大部分都知道AI
[01:51:29] 而且重视AI
[01:51:30] 但是呢
[01:51:31] 这个AI呢
[01:51:32] 跟他现在手边的生意比起来
[01:51:35] 绝大部分老板还是care现在的生意
[01:51:37] 那而不是说今天AI呢
[01:51:39] 能够怎么样彻底改造我自己的公司
[01:51:41] 那当然他们有很多不同的无奈吧
[01:51:44] 这无奈包括呢
[01:51:46] 我只能讲几个点状的例子
[01:51:48] 比方说有人担心
[01:51:50] 反正我们也没办法像美国这样子
[01:51:52] 刚才简老师有提到了
[01:51:53] 说可能就一万个人不见了
[01:51:55] 台湾的人都动不了啊
[01:51:57] 我要让他们做得那么轻松
[01:51:59] 那对我的好处在哪里
[01:52:01] 其实上可能很多还缺人
[01:52:02] 是
[01:52:03] 但缺人这个事情是可以justify AI的投资
[01:52:07] 因为你用更少人可以做更多的事情
[01:52:09] 这个可能反而可以变成一个正面的事情来讲
[01:52:12] 比较麻烦的就是很多的
[01:52:15] 就是老板会觉得今天我把这些事情做得很快
[01:52:18] 让我的员工除了让我员工舒服一点之外
[01:52:21] 对我的生产力
[01:52:23] 或是对我的不管是营收
[01:52:24] 或是我的成本
[01:52:25] 有什么让你影响
[01:52:27] 他们其实看不太清楚
[01:52:28] 所以他们会觉得说
[01:52:29] 这个事情我再看一看
[01:52:31] 那我觉得这个时候呢
[01:52:32] 其实就很影响到未来竞争力
[01:52:36] 那刚才我简老师我有听他讲一句话非常重要
[01:52:39] 就是如果你今天的生意是全球的生意
[01:52:41] 你今天不做
[01:52:42] 你很有可能就会被人家干掉
[01:52:44] 因为所有人都在弄
[01:52:45] 那这个事情呢
[01:52:47] 是我觉得我们台湾的这些企业可能得
[01:52:50] 就是警觉一点的
[01:52:52] 你不能以台湾的环境来看全球的竞争
[01:52:55] 那人家都全力在用AI
[01:52:58] 你今天不做
[01:52:59] 隔天会有人用你三分之一的人
[01:53:01] 甚至是四分之一的人
[01:53:03] 来做一样的事情
[01:53:04] 那你的竞争肯定赢不过他
[01:53:07] 是
[01:53:07] 但我想那个焦虑感都会有
[01:53:09] 对AI的理解
[01:53:10] 以及那个急迫性是不同的地方
[01:53:13] 再来就是说
[01:53:13] 可能我们看美国走在比较前面的公司的话
[01:53:16] 他透过AI的这个流程
[01:53:18] 或者工具的使用
[01:53:19] 达到内部的这个效率提升
[01:53:21] 所以产生了比他竞争对手
[01:53:23] 更好的一个结果
[01:53:24] 但台湾可能现在是接到大量的
[01:53:26] 这个AI的生产硬体的订单
[01:53:28] 准备出货去达到这个
[01:53:30] 这个infrastructure
[01:53:31] 所以可能我的流程
[01:53:32] 即便稍微慢一点
[01:53:33] 没关系
[01:53:33] 反正我现在订单
[01:53:34] 已经看到30个月后了
[01:53:36] 能见度很高没有问题
[01:53:37] 所以我可能那个也很焦急
[01:53:39] 但是没有那么紧急
[01:53:41] 我刚才把产品生产完交货
[01:53:43] 这个更重要
[01:53:44] 对
[01:53:44] 您讲的是算是比较台湾specific一个状况
[01:53:47] 就是说台湾现在很明显
[01:53:48] 你有沾到AI的就一飞登天
[01:53:50] 然后没有沾到AI的就很辛苦
[01:53:52] 那但是老实说
[01:53:54] 两种的不同的企业
[01:53:55] 不管你是在上升气流
[01:53:57] 或是在比较挑战的环境之下
[01:53:59] AI都有它的意义在的
[01:54:01] 那只是意义不一样
[01:54:03] 对吧
[01:54:03] 你如果是在那种
[01:54:04] 大量需求的环境之下
[01:54:05] 其实AI可以
[01:54:06] 有效提升你的生产力的
[01:54:08] 不管你是刚才提到
[01:54:09] 制造也好
[01:54:11] 那个研发也好
[01:54:12] 供应链也好
[01:54:13] 甚至很多资源职能
[01:54:14] 刚才讲到HR IT也好
[01:54:16] 其实AI都可以unleash
[01:54:18] 你的员工的生产力
[01:54:19] 其实你更需要
[01:54:20] 你的员工一个人
[01:54:21] 可以做十个人的事情
[01:54:22] 不是吗
[01:54:22] 因为你的订单接不完
[01:54:23] 那你如果今天很challenging的环境
[01:54:26] 你其实应该更考虑
[01:54:27] 怎么样子重新去思考
[01:54:29] 能不能用更少的人
[01:54:30] 来做更多的事情
[01:54:31] 其实生产力提升呢
[01:54:33] 不管是对哪一种公司
[01:54:35] 都有帮助的
[01:54:35] 只是您讲的也没错
[01:54:37] 但因为台湾可能极端
[01:54:39] 比较极端一点
[01:54:39] 所以赢家们
[01:54:41] 每天都在烦恼
[01:54:43] 就是CEO脑子里面
[01:54:44] 都是在装
[01:54:45] 怎么样赚更多的钱
[01:54:46] 然后呢
[01:54:47] 在挑战环境的
[01:54:48] 整天都在想
[01:54:49] 怎么能够省更多的钱
[01:54:50] 所以他的可能脑子
[01:54:51] 都被occupied的
[01:54:52] 不太有办法
[01:54:53] 朝着那个方向去讲
[01:54:54] 这个也是事实上
[01:54:55] 我们在跟很多CEO
[01:54:56] 沟通的时候也发现
[01:54:58] 就他们会看到
[01:54:59] AI很好很好
[01:55:00] 但是呢
[01:55:01] 每次一回到家
[01:55:01] 他的priority又改
[01:55:02] 变成是每天在救活的priority
[01:55:04] 而不是去再步
[01:55:05] 我刚才讲的这个
[01:55:06] reshape的这个事情
[01:55:07] 那我们把
[01:55:09] 就是AI对企业
[01:55:11] 特别台湾企业的影响
[01:55:12] 如果分成两块来看
[01:55:13] 一块是对
[01:55:14] 工厂生产线的影响
[01:55:15] 一块是对办公室里面的
[01:55:17] 这个流程的影响
[01:55:20] 当然现在因为
[01:55:20] 电子制造业阶段很好
[01:55:22] 所以大概的改造
[01:55:23] 都是在智慧生产这一块
[01:55:25] 在工厂这边自动化
[01:55:26] 其实都做得
[01:55:27] 有相当的不错
[01:55:28] 因为否则他赶不及
[01:55:29] 那个订单出货
[01:55:29] 但可能因此就拖
[01:55:31] 拖慢了
[01:55:32] 他在办公室这一块的
[01:55:33] 很多部门的流程之间的
[01:55:35] 所以节省跟调整的
[01:55:37] 这个部分
[01:55:38] 对
[01:55:39] 所以这个事情就牵扯到
[01:55:41] 就是说
[01:55:41] 如果你同样CEO要投资的话
[01:55:43] 你必须有取舍
[01:55:44] 因为总是有些工作
[01:55:46] 他的工作大部分
[01:55:47] 都在办公室里面
[01:55:48] 我比方说
[01:55:49] 如果你是像什么
[01:55:50] IC设计公司
[01:55:51] 他其实大部分都是RD
[01:55:52] RD是关键
[01:55:53] 那RD就是在办公室
[01:55:55] 然后如果你今天是制造业
[01:55:57] 当然就是工厂为主
[01:55:58] 然后你现在CEO
[01:55:59] 在做这个资源分配的时候
[01:56:01] 我刚才提到
[01:56:02] 那个reshape
[01:56:02] 你永远是要先找一到两个最关键的
[01:56:05] 职能来reshape
[01:56:06] 是
[01:56:06] 那这个时候就会牵扯到
[01:56:08] 就是说
[01:56:08] 你到底要把钱投在办公室上面
[01:56:10] 或是把钱投在工厂上面
[01:56:12] 但是您刚才讲到一点
[01:56:14] 我觉得可能
[01:56:16] 就说
[01:56:18] 不完全
[01:56:19] 就是
[01:56:20] 现在台湾的制造业
[01:56:22] 都已经把
[01:56:22] AI的制造都摸透了
[01:56:25] 我必须讲这句话
[01:56:27] 对
[01:56:27] 有很多
[01:56:28] 应该这样讲
[01:56:29] 就是
[01:56:29] 几乎我们很多这个领先的企业
[01:56:32] 他AI的应用都已经铺开来了
[01:56:34] 这是没问题的
[01:56:36] 可是我刚才提到价值创造
[01:56:38] 是不是不太一样了
[01:56:39] 就我们现在看到
[01:56:40] 很多还是点撞的
[01:56:41] 比方说他在某个生产的步骤上面
[01:56:44] 有打握AI的东西
[01:56:45] 比方说利用AI来做一些什么
[01:56:48] 你叫瑕疵检测也好
[01:56:49] 或是做一些测量也好
[01:56:51] 或是做一些预防性维护也好
[01:56:54] 就他在点撞上面有
[01:56:55] 可是今天你说有没有端到端
[01:56:57] 真的从top down的一个价值创造观点来看
[01:57:00] top down的意思是什么
[01:57:01] 比方说用RD的角度来看就是
[01:57:03] 你有没有办法用更少的人
[01:57:05] 更快的时间去做你以前做的产品
[01:57:08] 像这种的就是你直接从结果论
[01:57:11] 所以我刚才讲outcome based
[01:57:12] 你如果从这个角度来看的话
[01:57:14] 你会发现很多公司都还有挺多进步空间的
[01:57:17] 原因就是因为他们so far的都太点撞的应用focus
[01:57:20] 没有端到端去把这个事情重新思考
[01:57:23] 重新打通
[01:57:24] 所以我们才会说
[01:57:25] AI转型现在有大量的工作其实可以做
[01:57:27] 不管是你已经做了自认委已经推了很久的东西
[01:57:31] 或是你完全没推的东西
[01:57:33] 这个很像就是说水塔放在六楼顶
[01:57:36] 那你要留到一楼
[01:57:37] 如果一楼要得到一个足够的水的供应
[01:57:40] 就每一层那个
[01:57:41] 没错
[01:57:41] 可能堵塞的水管都需要疏通
[01:57:43] 没错没错
[01:57:43] 不能说六五四三都疏通
[01:57:45] 二楼没疏通
[01:57:46] 没错没错
[01:57:47] 那一楼还是没有办法得到
[01:57:48] 没错没错
[01:57:48] 那这里面又牵扯到呢
[01:57:50] 过去就是因为大家在推
[01:57:51] 从以前大数据时代吧
[01:57:53] 过去大家都在推这个事情的时候
[01:57:54] 都是很你可以说button up
[01:57:57] 意思就是说
[01:57:58] 因为对老板来讲
[01:57:59] 我哪懂这个生产的这些细节
[01:58:02] 所以我就要求呢
[01:58:03] 比方说工厂呢
[01:58:04] 去想你的AI有什么应用
[01:58:06] 就大家呢
[01:58:07] 永远都是点状来想这个事情
[01:58:08] 所以因为大家都只看得到自己的scope嘛
[01:58:11] 那这个每一个人看到scope
[01:58:13] 就你刚才讲的几楼几楼几楼啦
[01:58:15] 所以你最后呢
[01:58:16] 可能在某几楼
[01:58:18] 它的水管特别的粗
[01:58:20] 可是呢
[01:58:21] 某几楼它就没有跟上
[01:58:22] 塞速
[01:58:23] 所以最后呢它就是整个流下来
[01:58:25] 就不会流得很快
[01:58:26] 原因就是因为这个样子
[01:58:27] 那所以我们才说
[01:58:27] 一定是要用不同的视角
[01:58:29] 从top down的角度
[01:58:30] 所以我今天一直强调的是top down
[01:58:32] 结果导向
[01:58:33] 去看说好
[01:58:34] 我今天就是要最多的水流下来
[01:58:36] 我用什么样的逻辑来思考
[01:58:39] 搞不好它的逻辑
[01:58:40] 根本不是水管逻辑哦
[01:58:42] 可能它逻辑搞不好就是
[01:58:43] 今天一个东西
[01:58:44] 你把它放在一个容器
[01:58:46] 直接掉下来
[01:58:47] 你知道就是你会重新去想
[01:58:49] 就是说用什么样子
[01:58:50] 可以最短的时间上
[01:58:51] 最多的水下来
[01:58:52] 所以搞不好结果不是水管做出而已
[01:58:55] 所以这个事情
[01:58:56] 这有点我们常讲的低性原理嘛
[01:58:59] 你要回到这里面去重新去思考
[01:59:01] 你才有办法把这个架子整个打开
[01:59:02] 对
[01:59:03] 因为它有可能从地下
[01:59:04] 拉水管直接从
[01:59:06] 搞不好
[01:59:06] 对
[01:59:07] 为了达到目的嘛
[01:59:08] 怎么做最快
[01:59:09] 就看它能够取得的工具
[01:59:10] 跟它的整体的规划
[01:59:12] 没错
[01:59:12] 那其实JD在
[01:59:14] 刚才简报里面也提到说
[01:59:16] 那些AI领先的企业
[01:59:17] 跟AI落后的企业
[01:59:18] 一个很大的差别
[01:59:19] 就是top down
[01:59:20] 那当然第一点就是
[01:59:22] 老板带领高级主管
[01:59:23] 一起投入下来
[01:59:24] 那以及就是说
[01:59:26] 是不是有设立像
[01:59:26] Chief Data Officer
[01:59:27] 设立Chief AI Officer
[01:59:29] 像这样的一个新的职务
[01:59:31] 来做这个事情
[01:59:32] 是很关键的
[01:59:33] 那回来我们来看台湾
[01:59:35] 就是说那当然我们今天
[01:59:36] 可能有很多观众
[01:59:37] 是属于这个中阶主管
[01:59:39] 或者是所谓的专业工作者
[01:59:41] 那如果他现在碰到
[01:59:43] 就是我在我的公司里面
[01:59:44] 老板就不是top down的情况
[01:59:45] 那他除了可能
[01:59:46] 换一家公司之外
[01:59:47] 他可以有什么样一些建议
[01:59:49] 或者他可以做什么
[01:59:50] 努力去改变这个
[01:59:51] 对
[01:59:51] 首先我刚才有讲
[01:59:52] 因为发挥价值有三种
[01:59:54] 一种用工具叫deploy
[01:59:55] reshape
[01:59:56] 一个叫invent
[01:59:57] 不管是谁
[01:59:59] deploy一定可以用
[02:00:01] 就算你是非常
[02:00:03] 这个一线的员工
[02:00:03] 你还是可以用很多
[02:00:05] 就是基础的AI工具
[02:00:06] 所以我会觉得
[02:00:08] 就是大家在自己的岗位上
[02:00:09] 一定有AI可以发挥的点
[02:00:11] 但您讲的没错
[02:00:11] 真正要发挥巨大的价值
[02:00:13] 一定是从上面
[02:00:14] 一定要贯彻下来
[02:00:16] 所以部门长能做的事情
[02:00:18] 一定只能在部门做
[02:00:19] 这个我觉得是部门长的极限
[02:00:21] 但是哪怕是这样子
[02:00:22] 部门里面要做的事情
[02:00:23] 还是很多
[02:00:24] 对所以我不觉得
[02:00:25] 大家会没有事干
[02:00:27] 对
[02:00:27] 因为刚才提到说
[02:00:28] 像许那三个部门的
[02:00:30] 那个例子
[02:00:30] 就是他都有一些
[02:00:31] 小的专案先实行
[02:00:33] 是是是
[02:00:34] OK
[02:00:34] 然后再推动到
[02:00:35] 所以他其实有点像是
[02:00:36] 我们在谈新创的这种
[02:00:38] POC的概念
[02:00:39] 对
[02:00:39] 所以是不是类似像这种
[02:00:41] 就是比较敏捷
[02:00:42] 或者
[02:00:42] 是是是
[02:00:43] POC这种
[02:00:44] 小案子去试错
[02:00:46] 其实在推
[02:00:47] AI
[02:01:04] 所以可能这里加速个一层
[02:01:06] 这里加速个1.5层
[02:01:07] 一层一层这样
[02:01:07] 这个事情
[02:01:08] 我相信部门长是
[02:01:09] 很容易可以推的
[02:01:10] 不太容易推的就是
[02:01:12] 我刚才讲反过来
[02:01:13] 就说
[02:01:14] 怎么样子呢
[02:01:16] 用你现在三分之一的人力
[02:01:17] 来做到一样的事情
[02:01:18] 这个对部门长来讲
[02:01:20] 就很难推了
[02:01:21] 那难推呢
[02:01:22] 其实有另外一个
[02:01:23] 潜在原因
[02:01:23] 大家大概感受到了
[02:01:24] 哪一个部门长
[02:01:26] 会主动举手跟老板说
[02:01:27] 老板你给我AI的钱
[02:01:29] 我可以
[02:01:30] 请我一半的员工走掉
[02:01:32] 不会有一个部门长
[02:01:33] 愿意举这个手
[02:01:34] 所以为什么这个事情
[02:01:35] 是需要top down来思考
[02:01:36] 那当然top down思考的时候
[02:01:38] 不是只是砍人
[02:01:39] 这个当然这是
[02:01:40] 比较美国派的做法
[02:01:41] 就是我同样一包钱
[02:01:43] 我一半给AI
[02:01:44] 一半剩下给人
[02:01:45] 对吧
[02:01:45] 这种思考不一定是唯一解
[02:01:47] 他有可能解释说
[02:01:48] 今天我怎么样
[02:01:49] 把这一群多出来的人
[02:01:51] 用来做
[02:01:53] 未来我要做的事情
[02:01:54] 所以我其实刚才
[02:01:55] 没有时间谈到
[02:01:56] 就是说
[02:01:57] 我们在10 20 70里面呢
[02:01:59] 有一个部分
[02:02:00] 我们发现是很多领先者
[02:02:02] 有去思考
