[00:12:21] 各位線上的朋友大家午安
[01:36:50] 客服中心的重塑
[01:36:52] 你呢必須要
[01:36:54] 右邊有四個
[01:36:55] 四個簡單的原則
[01:36:56] 第一個你一定要top down
[01:36:57] 就是你一定要呢
[01:36:58] 定了一個非常的這個
[01:36:59] 比較有願景的目標
[01:37:01] 突破性的目標
[01:37:01] 不是說呢
[01:37:03] 你明年的生產力
[01:37:04] 提升了5%或10%
[01:37:05] 這個東西不太像重塑
[01:37:07] 重塑更像呢
[01:37:08] 你現在假設呢
[01:37:09] 客服中心有1000個人
[01:37:10] 然後呢
[01:37:11] again就說
[01:37:12] 假設你這1000個人
[01:37:13] 可以這個handle呢
[01:37:15] 10萬通電話
[01:37:15] 你必須呢
[01:37:17] 給他定一個
[01:37:17] 就是說好
[01:37:17] 我能不能一樣
[01:37:18] 這個能夠服務10萬通電話
[01:37:21] 但是呢
[01:37:22] 我只用500個人
[01:37:23] 或只用300個人
[01:37:24] 甚至100個人
[01:37:25] 就你要先定一個
[01:37:26] 非常積極的目標出來
[01:37:27] 所以第一個就是
[01:37:28] 你一定要是要top down的
[01:37:29] 定這個目標
[01:37:30] 而且呢
[01:37:31] 是從零開始思考
[01:37:32] 零開始思考
[01:37:33] zero base是什麼意思呢
[01:37:34] 就是說為了達到這個目標
[01:37:36] 我重新思考
[01:37:37] 到底我客服的中心
[01:37:39] 想要解決問題是什麼
[01:37:40] 我怎麼樣子能夠呢
[01:37:42] 有AI在的話呢
[01:37:44] 能夠怎麼樣快速去
[01:37:45] 就利用更少的人力呢
[01:37:47] 快速去解決那個問題
[01:37:49] 所以我舉例呢
[01:37:50] 你可能可以去發現
[01:37:51] 就是說
[01:37:51] 打了這10萬通電話裡面
[01:37:53] 可能有7萬通
[01:37:54] 就是70%的電話
[01:37:56] 就是在問一些
[01:37:57] 很基本的概念
[01:37:58] 就比方說
[01:37:59] 我這個產品怎麼開機
[01:38:01] 我的這個電池怎麼換
[01:38:03] 像這些東西呢
[01:38:04] 其實你都應該給AI去解決的
[01:38:06] 那所以
[01:38:07] 你就從零開始在想
[01:38:08] 就是說
[01:38:08] 如果我今天AI可以解決呢
[01:38:10] 大部分
[01:38:11] 很容易解決的問題的話
[01:38:12] 我
[01:38:13] 我的
[01:38:14] 我的人
[01:38:15] 只是去回答
[01:38:16] 或是解決
[01:38:17] 那個難解決的
[01:38:18] 10%或20%的問題的話
[01:38:20] 那我應該怎麼樣
[01:38:21] 重新部署我的人力
[01:38:23] 怎麼樣重新部署我的流程
[01:38:25] 所以呢
[01:38:26] 這裡面呢
[01:38:26] 我為什麼說呢
[01:38:27] zero base
[01:38:28] 因為你要從零去思考
[01:38:29] 為了解決這個問題
[01:38:30] 我的工具
[01:38:31] 我的流程
[01:38:32] 我的組織
[01:38:33] 我的人力該怎麼部署
[01:38:34] 這個是zero base
[01:38:35] 而且是outcome driven
[01:38:36] 第三點
[01:38:37] 然後呢
[01:38:37] 再來啊
[01:38:38] 第四點呢
[01:38:39] 就是你必須要focus
[01:38:40] 這個focus的原因呢
[01:38:41] 其實呢
[01:38:42] 各位可以理解啊
[01:38:43] 原因是因為呢
[01:38:44] 每個公司的資源是有限的
[01:38:45] 這個呢
[01:38:46] 通常因為我們公司
[01:38:47] 是一個商業機器嘛
[01:38:48] 那個過去一直在運轉
[01:38:50] 你很難呢
[01:38:51] 忽然說呢
[01:38:52] 我現在呢
[01:38:53] 今年開始
[01:38:53] 我CEO要開始
[01:38:54] 重塑5個職能
[01:38:56] 我前面的rd要重塑
[01:38:58] 什麼supply chain要重塑
[01:38:59] 什麼製造也要重塑
[01:39:01] 那你所有的這個職能
[01:39:03] 全部重塑
[01:39:04] 這個很難
[01:39:04] 對吧
[01:39:05] 因為你的公司
[01:39:05] 是一個運轉機器
[01:39:06] 所以通常我們會建議呢
[01:39:08] 最好能夠聚焦
[01:39:09] 而且聚焦一到兩個關鍵流程
[01:39:11] 那一步一步來做
[01:39:12] 那至於聚焦在哪個流程呢
[01:39:14] 通常我們會建議就是
[01:39:15] 對你來講
[01:39:16] 當然影響最大的流程
[01:39:17] 或是呢
[01:39:18] 你應該反過來講
[01:39:18] 就是說
[01:39:19] 我為了呢
[01:39:20] 這個勝出這個整個競爭的話呢
[01:39:22] 我哪些職能呢
[01:39:24] 需要優先重塑
[01:39:25] 一年後兩年後呢
[01:39:27] 我就可以呢
[01:39:27] 這個這個
[01:39:28] 就是明顯領先我的競爭對手
[01:39:31] OK好
[01:39:34] 然後呢
[01:39:35] 那個我再提一下
[01:39:36] 第三個大的不同
[01:39:37] 就是呢
[01:39:38] 通常這些領先企業
[01:39:40] 是能夠遵守
[01:39:41] 十二十七十的法則的
[01:39:42] 那這是什麼意思
[01:39:43] 就是說
[01:39:44] 很多的公司到現在為止
[01:39:46] 還是有一個迷思
[01:39:47] 認為呢
[01:39:48] AI的轉型
[01:39:49] 就是匯入AI的工具
[01:39:50] 所以他們問問題呢
[01:39:52] 通常就問我們問題
[01:39:53] 會問說
[01:39:54] 請問怎麼
[01:39:55] 這個就是
[01:39:56] 問很多工具的問題
[01:39:58] 我該用哪個模型啊
[01:39:59] 我該不該上雲啊
[01:40:01] 等等的這些事情
[01:40:02] 但我們發現啊
[01:40:03] 你現在看到這十二十七十
[01:40:04] 其實是我們的這個統計來的
[01:40:07] 就是說
[01:40:07] 我們去問很多啊
[01:40:09] 實際上在操作
[01:40:10] 而且呢
[01:40:10] 這個AI的領先企業
[01:40:12] 我們問他說
[01:40:13] 你的重要性來排序的話
[01:40:14] 到底怎麼樣
[01:40:15] 我們發現啊
[01:40:16] 幾乎有七成啊
[01:40:18] 是聚焦在呢
[01:40:19] 第三個這個部分
[01:40:21] 就是人才組織跟流程
[01:40:22] 反而呢
[01:40:23] 演演算法只有10%
[01:40:25] 技術只有20%
[01:40:26] 換句話說呢
[01:40:27] 你就算有很厲害的這個模型
[01:40:29] 有很好的技術
[01:40:30] 很好的工具
[01:40:31] 但你如果組織人才呢
[01:40:33] 流程沒有做一定的改造
[01:40:35] 或是升級的話
[01:40:36] 其實這些工具呢
[01:40:37] 是沒有辦法發揮效果的
[01:40:38] 那我們最常看到就是呢
[01:40:40] 我們有這個過去的客戶呢
[01:40:42] 他們做了非常厲害的工具
[01:40:44] 這個工具可能
[01:40:45] 可能可以大幅去節省呢
[01:40:47] 你R&D的時間
[01:40:48] 但是後來發現呢
[01:40:49] R&D的工程師都不用
[01:40:51] 那他不用
[01:40:52] 當然有他的原因啊
[01:40:53] 有可能就是
[01:40:54] 今天呢
[01:40:54] 他如果用了
[01:40:55] 他們有可能會擔心
[01:40:57] 是不是呢
[01:40:58] 老闆會要求我呢
[01:40:59] 以前我有一個月時間
[01:41:00] 可以交付產品
[01:41:01] 我現在只剩下呢
[01:41:02] 一個禮拜我就要交付產品
[01:41:04] 那就算我有很厲害的工具
[01:41:06] 我也不想
[01:41:06] 我也會消極抗議
[01:41:08] 就是會消極的抵抗這些工具
[01:41:10] 因為我擔心我的工作
[01:41:12] 會產生一個重大影響等等的
[01:41:13] 像這些問題呢
[01:41:15] 不是不能解
[01:41:15] 但是都是管理的問題的角度
[01:41:17] 所以這個部分呢
[01:41:18] 是我想呢
[01:41:19] 是AI領先企業
[01:41:20] 他們呢
[01:41:21] 已經呢洞察到了
[01:41:22] 而且比較花力氣的地方
[01:41:23] 好
[01:41:24] 那所以呢
[01:41:25] 這邊呢
[01:41:26] 我可能就不細講
[01:41:27] 但是跟各位講一下
[01:41:28] 這個其實的部分
[01:41:29] 有很多了
[01:41:30] 包括呢
[01:41:31] 可能剛才簡老師講到的
[01:41:33] 很多跟人才相關的
[01:41:34] 要怎麼upskill啦
[01:41:35] 等等的
[01:41:35] 也包括了我剛才有提到的
[01:41:37] 這個運營模式
[01:41:38] 怎麼能夠AI first
[01:41:40] 可能就包括了這個AI
[01:41:41] 推動辦公室的成立
[01:41:44] 我們發現有很多是做這個事情
[01:41:45] 原因是因為呢
[01:41:46] 你如果是天女善花
[01:41:48] 每個部門各個去做的話
[01:41:49] 有可能發生的問題就是
[01:41:51] 比方說各個部門自己去build自己的
[01:41:53] 這個AI的工具
[01:41:55] 或是自己去build自己的AI的代理
[01:41:57] 結果到後來沒有一個同意的管理
[01:41:59] 這裡面有可能有風險問題
[01:42:01] 比方說那個agent
[01:42:02] 到後來呢
[01:42:02] 做這個agent的那位同事走掉了
[01:42:05] 結果CIO沒有人知道
[01:42:07] 就說這個東西到底怎麼來的
[01:42:09] 然後呢
[01:42:10] 怎麼管也不知道
[01:42:10] 等等的
[01:42:11] 所以你必須要一箇中間有一個辦公室
[01:42:13] 來做這些協調
[01:42:14] 避免了這個重複的開發也好
[01:42:17] 或是避免了這個風險
[01:42:19] 等等的
[01:42:20] 這些事情呢
[01:42:21] 其實是要去考慮的
[01:42:23] 然後呢
[01:42:24] 我給各位看幾個呢
[01:42:26] 這個統計
[01:42:27] 不好意思
[01:42:29] 這邊可能那個格式有點跑掉
[01:42:31] 但簡單講的是這樣子
[01:42:32] 我們去看呢
[01:42:33] 這個四種不同型別的
[01:42:35] 右邊是最領先的
[01:42:36] 左邊是最不領先的
[01:42:38] AI的這個自帶的企業
[01:42:39] 我們去發現
[01:42:40] 就說越是AI走的落後的公司
[01:42:43] 越是呢
[01:42:45] IT的部門來主導AI的轉型的
[01:42:47] 好
[01:42:48] 那我們發現比較好的一個實踐
[01:42:50] 都是呢
[01:42:50] AI
[01:42:51] 這個IT呢
[01:42:52] 這個IT當然也包括了數位啦
[01:42:54] Digital啦
[01:42:54] 或是甚至AI部門啦
[01:42:56] 就是IT跟業務
[01:42:58] 相關的業務部門呢
[01:42:59] 共同來主導
[01:43:00] 這個呢
[01:43:01] 我們發現是一個
[01:43:01] 比較容易發揮效果的
[01:43:02] 一個組織的方式
[01:43:03] 好
[01:43:05] 然後這裡呢
[01:43:06] 我再簡單講一下
[01:43:07] 就是呢
[01:43:07] 領先的企業呢
[01:43:08] 他也花更多的時間
[01:43:10] 確保更多的時間呢
[01:43:11] 來給大家做這個教育訓練
[01:43:13] 而且呢
[01:43:14] 甚至在做AI轉型的時候呢
[01:43:16] 他不是一個呢
[01:43:17] 只是精英的這個同事啊
[01:43:19] 就是AI的幾個工程師呢
[01:43:20] 這個官司房子來做
[01:43:22] 他會讓呢
[01:43:23] 一線的員工
[01:43:24] 親自來參與這個轉型
[01:43:26] 因為只有他們才知道
[01:43:27] 他們要解決什麼問題
[01:43:28] 好
[01:43:28] 那所以呢
[01:43:29] 這個東西也是
[01:43:30] 我想也是一個
[01:43:31] 一個很值得大家參考的
[01:43:32] 一個一個統計
[01:43:33] 好
[01:43:34] 那我最後呢
[01:43:35] 大概兩分鐘時間吧
[01:43:36] 跟大家講一個具體的案例啊
[01:43:38] 呃
[01:43:39] 那個是這樣
[01:43:40] 這個是一個歐洲的一個
[01:43:41] 生計公司啊
[01:43:42] 那我簡單來說一下
[01:43:43] 就是他們推推進了一個
[01:43:45] 非常呃
[01:43:46] 有野心的一個AI轉型計劃
[01:43:47] 簡單來說呢
[01:43:48] 就是CEO定了一個呢
[01:43:50] 呃
[01:43:50] 希望在未來幾年
[01:43:51] 能夠省呢
[01:43:52] 大概10億歐元吧
[01:43:53] 好
[01:43:54] 的一個一個目標
[01:43:55] 然後呢
[01:43:56] 所以有一個明確的價值創造的目標
[01:43:58] 好
[01:43:59] 而且呢
[01:43:59] 希望呢
[01:44:00] 這個事情是一個
[01:44:00] 呃
[01:44:01] 有一個實證的方式
[01:44:02] 哦
[01:44:02] 要有驗證的這個手法
[01:44:03] 那我們具體是怎麼幫他們推的
[01:44:05] 哦
[01:44:05] 首先呢
[01:44:06] 我們聚焦在三個呢
[01:44:08] 核心的重大的這個
[01:44:09] 哎
[01:44:09] 核心的一個職能
[01:44:10] 好
[01:44:11] 一個叫商務職能
[01:44:12] 一個叫研發職能
[01:44:13] 一個叫行銷跟銷售職能
[01:44:15] 好
[01:44:15] 那這個因為
[01:44:16] 有一些行業的知識了
[01:44:17] 我簡單跟各位說
[01:44:18] 就是說
[01:44:19] 這三個職能呢
[01:44:20] 都有一個特色
[01:44:20] 就是要寫
[01:44:21] 大量可檔案
[01:44:22] 商務要寫什麼
[01:44:25] 他要寫的是一個
[01:44:26] 比較像行銷檔案吧
[01:44:27] 就是呢
[01:44:27] 你可以想象
[01:44:28] 如果今天是
[01:44:29] 類似像藥這種東西的話
[01:44:30] 如果要去
[01:44:31] 呃
[01:44:31] 這個
[01:44:31] 你要去做這個行銷的包裝
[01:44:33] 要寫行銷文案的話
[01:44:34] 要怎麼寫
[01:44:35] 那種的這個檔案哦
[01:44:37] 是商業商務部門來主導的
[01:44:38] 研發部門當然就要寫
[01:44:40] 大量的有關臨床的檔案啊
[01:44:42] 或是營運的檔案啊
[01:44:43] 那行銷呢
[01:44:44] 跟銷售部門呢
[01:44:45] 他們反而主要的負責的是
[01:44:47] 類似像那個產品品質
[01:44:48] 審查報告
[01:44:49] 的撰寫
[01:44:50] 那這些呢
[01:44:51] 其實都耗費了
[01:44:52] 相不同的部門大量的時間
[01:44:54] 尤其是商務部門這邊
[01:44:56] 還需要靠外包的力量
[01:44:57] 來寫這些東西
[01:44:58] 所以他有一些外包的成本
[01:45:00] 那我們呢
[01:45:01] 透過呢
[01:45:02] 一些這個專案啊
[01:45:03] 我們先講結論
[01:45:04] 創造價值就是呢
[01:45:05] 我們這三個部門
[01:45:06] 利用AI啊
[01:45:08] 然後呢
[01:45:08] 快速的
[01:45:09] 生成高品質
[01:45:11] 的檔案呢
[01:45:12] 因此呢
[01:45:13] 光是做這個三個燈塔專案
[01:45:15] 就大概帶來了
[01:45:16] 快兩億歐元的價值
[01:45:18] 已經佔了剛才的
[01:45:18] 大目標的20%了
[01:45:20] 好
[01:45:21] 那具體是怎麼做的
[01:45:22] 我跟大家講一些概念
[01:45:23] 首先是這樣
[01:45:24] 這個當然得一步一步來
[01:45:25] 所以呢
[01:45:26] 我們以剛才那個商務的
[01:45:27] 行銷檔案為例子的話
[01:45:29] 它其實前兩季
[01:45:30] 就換句話說
[01:45:31] 半年的時間呢
[01:45:32] 我們做了一些
[01:45:33] 這個價值的這個驗證
[01:45:35] 那你看到中間呢
[01:45:36] 有綠色跟白色的部分
[01:45:37] 其實就是參與方啦
[01:45:39] 所以一開始呢
[01:45:40] 其實是
[01:45:40] 只是focus在內容製作
[01:45:42] 這邊的指流程
[01:45:44] 然後呢
[01:45:45] 這邊呢
[01:45:45] 關鍵就是要證明呢
[01:45:47] AI確實是可以加速的
[01:45:48] 然後呢
[01:45:49] 再第一年呢
[01:45:50] 我們做端到端燈塔專案
[01:45:52] 基本上把整個內容製作呢
[01:45:53] 端到端打通
[01:45:54] 然後呢階段三呢
[01:45:56] 才延伸到其他的指流程
[01:45:58] 包括跟醫療的這個互動啊
[01:46:00] 跟這個商業情報分析互動
[01:46:01] 最後我們達到的一個目的是什麼
[01:46:03] 是希望呢
[01:46:04] 能夠呢
[01:46:05] 利用市場的洞察
[01:46:06] 實時的來產生的最新的這個文案
[01:46:09] 所以這個東西其實
[01:46:11] 呃是一個這個這個這個整個這個
[01:46:13] reshape的一個大的目標
[01:46:14] 好
[01:46:15] 那好
[01:46:16] 那我們這裡面其實呢
[01:46:17] 我剛才提到又有一個驗證的手法嘛
[01:46:19] 我們具體是怎麼做呢
[01:46:21] 是用一個叫映象流程的手法
[01:46:23] 這個呃
[01:46:24] 講的要簡單一點
[01:46:26] 就是我們喜歡講的A-B testing啊
[01:46:28] 就是你有一個實驗組
[01:46:29] 一個對照組
[01:46:29] 所以你有一個現行流程
[01:46:31] 基本上不用AI的做法
[01:46:33] 好
[01:46:33] 跟呢
[01:46:34] 利用一個AI的做法的映象流程
[01:46:36] 好
[01:46:36] 那我們一開始花一個月呢
[01:46:38] 去定義就是說
[01:46:38] 如果有AI的話
[01:46:40] 我怎麼樣能夠重新去想象
[01:46:42] 新的工作流程長什麼樣子
[01:46:44] 把它定義出來
[01:46:44] 然後接下來呢
[01:46:45] 大概花三到五個月左右時間呢
[01:46:47] 去把這個映象流程
[01:46:48] 就是有AI的這個新的這個工作的方式呢
[01:46:51] 把它打造出來
[01:46:52] 好
[01:46:52] 那
[01:46:53] 然後呢
[01:46:54] 這個東西呢
[01:46:54] 最後呢
[01:46:55] 我們跟現行流程來做對比
[01:46:57] 這對比呢
[01:46:57] 可能對比的技術可信性啊
[01:46:59] 對比的成效啊
[01:47:00] 等等的
[01:47:01] 因為你有A跟B可以比較了嘛
[01:47:02] 你就知道今天有AI之後
[01:47:04] 是不是可以大幅的來縮短呢
[01:47:05] 那個時間啊
[01:47:06] 跟帶來價值
[01:47:07] 好
[01:47:08] 然後呢
[01:47:09] 我最後呢
[01:47:09] 講一下啊
[01:47:10] 就說
[01:47:10] 這個案例呢
[01:47:11] 給我們一個啟發啊
[01:47:12] 因為我在想在座的這個
[01:47:14] 這個觀眾們可能也好奇
[01:47:16] 想知道
[01:47:16] 這個東西的KPI要怎麼定啊
[01:47:18] 那我這邊呢
[01:47:19] 簡單給各位看一下
[01:47:20] 這個案例裡面啊
[01:47:21] 三個不同的職能呢
[01:47:23] 都有初期的KPI
[01:47:25] 跟長期的KPI
[01:47:26] 初期就是上半步
[01:47:28] 然後長期是下半步
[01:47:30] 各位可以看到啊
[01:47:31] 幾個特色
[01:47:32] 第一個就是
[01:47:33] 不管是哪個KPI
[01:47:34] 基本上我們最後都要跟價值創造有關
[01:47:37] 不管是成本減少
[01:47:38] 不管是時間的效率提升
[01:47:40] 或是這個
[01:47:41] 甚至呢
[01:47:42] 有可能帶來這個
[01:47:43] 這個
[01:47:44] 上市時間的縮短
[01:47:45] 這些其實都是明顯的價值創造
[01:47:48] 可是在一開始的時候呢
[01:47:49] 因為不可能馬上就發生
[01:47:51] 這個最終的這個KPI的達成嘛
[01:47:53] 所以你一定要一開始有一個初步驗證的一個
[01:47:56] 自己定的一個KPI
[01:47:57] 比方說以商務部門的例子來講
[01:47:59] 它只focus在幾個單件
[01:48:02] 單件的意思就是說
[01:48:03] 那個單件的這個行銷的檔案啊
[01:48:06] 能夠讓它成本降低80%
[01:48:08] 那具體來講就是
[01:48:09] 以前可能要花五個小時做
[01:48:10] 現在一個小時就把它做完
[01:48:12] 而且這個做完有個前提
[01:48:13] 要透過呢
[01:48:14] 這個合規的稽核檢視
[01:48:15] 好
[01:48:15] 所以我們有初期的KPI
[01:48:17] 跟長期的KPI
[01:48:19] 但不管怎麼說呢
[01:48:20] 都是要有辦法一個測量的
[01:48:21] 而且呢
[01:48:22] 是要最後呢
[01:48:23] 要體現在價值創造的
[01:48:25] 好
[01:48:25] 那以上呢
[01:48:26] 我就跟大家呢
[01:48:27] 簡單分享一下
[01:48:28] 我們對AI的觀察
[01:48:29] 我們謝謝波士頓顧問公司的
[01:49:20] 董事總經級
[01:49:21] 全球合夥人徐瑞婷JT
[01:49:23] 剛才非常精彩
[01:49:24] 而且完整的一個簡報的分享
[01:49:25] 那JT是臺灣現在百大企業的
[01:49:29] 老闆最信任的顧問
[01:49:31] 那所以他每次有這個
[01:49:34] 所謂轉型的計劃
[01:49:35] 或者說要匯入新科技的時候
[01:49:36] 都會想優先先聽你的意見跟聲音
[01:49:39] 那所以我想今天我們的這個
[01:49:41] 現場觀眾其實聽到都是賺到
[01:49:43] 那我一個問題想請教是說
[01:49:45] 那就你跟臺灣的這些
[01:49:47] 重要的企業的老闆
[01:49:48] 在過去這個半年當中
[01:49:51] 我想他們對AI有很多的關注
[01:49:52] 跟一些他們的想法
[01:49:54] 或者問題跟你交流
[01:49:55] 就說能不能
[01:49:56] 大概也幫我們簡單整理一下
[01:49:58] 就除了剛才報告裡面
[01:49:59] 全球的那個調查的一些結果之外
[01:50:01] 就是回到臺灣這邊
[01:50:02] 就是你所接觸到臺灣這些大老闆
[01:50:04] 百大企業這邊
[01:50:06] 他們對於AI的現在的觀察
[01:50:08] 焦慮或者他的想法計劃是什麼
[01:50:10] 其實如果要結論來說的話
[01:50:15] 我覺得跟我們在
[01:50:16] Global的這個觀察
[01:50:17] 其實沒有太大的不同
[01:50:18] 基本上還挺類似的
[01:50:21] 那當然了你如果要看戲的話
[01:50:23] 他們就會想說
[01:50:24] 哇這個技術進步那麼快
[01:50:26] 我是不是現在如果壓在某個技術
[01:50:28] 是不是到後來
[01:50:29] 可能三個月之後我就會後悔
[01:50:30] 他們會有一些這方面的質疑
[01:50:33] 可是大的問題比方說我AI投資了那麼多
[01:50:37] 怎麼都還沒看到效果
[01:50:39] 像這種問題就很像
[01:50:40] 然後或者會問說
[01:50:44] 今天我到底這個AI工具是要買的
[01:50:47] 還是要自己去做的
[01:50:49] 自己要不要概算力
[01:50:50] 就是會有一些不同的點狀的問題
[01:50:53] 可是最終呢
[01:50:54] 其實還是最關鍵就是說
[01:50:56] 你投資這個AI到底是不是能夠成功的
[01:50:59] 不是隻有轉成你的投資報酬
[01:51:01] 能不能轉成你的競爭優勢
[01:51:03] 這個是一個CEO
[01:51:05] always要回答的
[01:51:05] 那我覺得這裡呢
[01:51:07] 搭著剛才的那個
[01:51:08] 我們的全球的那個調研來看
[01:51:11] 有一個有趣的意思就是
[01:51:12] 現在CEO的焦慮
[01:51:14] 至少有一半的CEO覺得
[01:51:15] 我沒有把AI做好
[01:51:16] 我的工作可能就沒了
[01:51:19] 所以這個我覺得給臺灣的這些老闆們
[01:51:22] 我覺得是一個警鐘
[01:51:23] 因為現在我在臺灣
[01:51:24] 還沒有感覺到那麼強烈的感覺
[01:51:27] 就臺灣的老闆大部分都知道AI
[01:51:29] 而且重視AI
[01:51:30] 但是呢
[01:51:31] 這個AI呢
[01:51:32] 跟他現在手邊的生意比起來
[01:51:35] 絕大部分老闆還是care現在的生意
[01:51:37] 那而不是說今天AI呢
[01:51:39] 能夠怎麼樣徹底改造我自己的公司
[01:51:41] 那當然他們有很多不同的無奈吧
[01:51:44] 這無奈包括呢
[01:51:46] 我只能講幾個點狀的例子
[01:51:48] 比方說有人擔心
[01:51:50] 反正我們也沒辦法像美國這樣子
[01:51:52] 剛才簡老師有提到了
[01:51:53] 說可能就一萬個人不見了
[01:51:55] 臺灣的人都動不了啊
[01:51:57] 我要讓他們做得那麼輕鬆
[01:51:59] 那對我的好處在哪裡
[01:52:01] 其實上可能很多還缺人
[01:52:02] 是
[01:52:03] 但缺人這個事情是可以justify AI的投資
[01:52:07] 因為你用更少人可以做更多的事情
[01:52:09] 這個可能反而可以變成一個正面的事情來講
[01:52:12] 比較麻煩的就是很多的
[01:52:15] 就是老闆會覺得今天我把這些事情做得很快
[01:52:18] 讓我的員工除了讓我員工舒服一點之外
[01:52:21] 對我的生產力
[01:52:23] 或是對我的不管是營收
[01:52:24] 或是我的成本
[01:52:25] 有什麼讓你影響
[01:52:27] 他們其實看不太清楚
[01:52:28] 所以他們會覺得說
[01:52:29] 這個事情我再看一看
[01:52:31] 那我覺得這個時候呢
[01:52:32] 其實就很影響到未來競爭力
[01:52:36] 那剛才我簡老師我有聽他講一句話非常重要
[01:52:39] 就是如果你今天的生意是全球的生意
[01:52:41] 你今天不做
[01:52:42] 你很有可能就會被人家幹掉
[01:52:44] 因為所有人都在弄
[01:52:45] 那這個事情呢
[01:52:47] 是我覺得我們臺灣的這些企業可能得
[01:52:50] 就是警覺一點的
[01:52:52] 你不能以臺灣的環境來看全球的競爭
[01:52:55] 那人家都全力在用AI
[01:52:58] 你今天不做
[01:52:59] 隔天會有人用你三分之一的人
[01:53:01] 甚至是四分之一的人
[01:53:03] 來做一樣的事情
[01:53:04] 那你的競爭肯定贏不過他
[01:53:07] 是
[01:53:07] 但我想那個焦慮感都會有
[01:53:09] 對AI的理解
[01:53:10] 以及那個急迫性是不同的地方
[01:53:13] 再來就是說
[01:53:13] 可能我們看美國走在比較前面的公司的話
[01:53:16] 他透過AI的這個流程
[01:53:18] 或者工具的使用
[01:53:19] 達到內部的這個效率提升
[01:53:21] 所以產生了比他競爭對手
[01:53:23] 更好的一個結果
[01:53:24] 但臺灣可能現在是接到大量的
[01:53:26] 這個AI的生產硬體的訂單
[01:53:28] 準備出貨去達到這個
[01:53:30] 這個infrastructure
[01:53:31] 所以可能我的流程
[01:53:32] 即便稍微慢一點
[01:53:33] 沒關係
[01:53:33] 反正我現在訂單
[01:53:34] 已經看到30個月後了
[01:53:36] 能見度很高沒有問題
[01:53:37] 所以我可能那個也很焦急
[01:53:39] 但是沒有那麼緊急
[01:53:41] 我剛才把產品生產完交貨
[01:53:43] 這個更重要
[01:53:44] 對
[01:53:44] 您講的是算是比較臺灣specific一個狀況
[01:53:47] 就是說臺灣現在很明顯
[01:53:48] 你有沾到AI的就一飛登天
[01:53:50] 然後沒有沾到AI的就很辛苦
[01:53:52] 那但是老實說
[01:53:54] 兩種的不同的企業
[01:53:55] 不管你是在上升氣流
[01:53:57] 或是在比較挑戰的環境之下
[01:53:59] AI都有它的意義在的
[01:54:01] 那只是意義不一樣
[01:54:03] 對吧
[01:54:03] 你如果是在那種
[01:54:04] 大量需求的環境之下
[01:54:05] 其實AI可以
[01:54:06] 有效提升你的生產力的
[01:54:08] 不管你是剛才提到
[01:54:09] 製造也好
[01:54:11] 那個研發也好
[01:54:12] 供應鏈也好
[01:54:13] 甚至很多資源職能
[01:54:14] 剛才講到HR IT也好
[01:54:16] 其實AI都可以unleash
[01:54:18] 你的員工的生產力
[01:54:19] 其實你更需要
[01:54:20] 你的員工一個人
[01:54:21] 可以做十個人的事情
[01:54:22] 不是嗎
[01:54:22] 因為你的訂單接不完
[01:54:23] 那你如果今天很challenging的環境
[01:54:26] 你其實應該更考慮
[01:54:27] 怎麼樣子重新去思考
[01:54:29] 能不能用更少的人
[01:54:30] 來做更多的事情
[01:54:31] 其實生產力提升呢
[01:54:33] 不管是對哪一種公司
[01:54:35] 都有幫助的
[01:54:35] 只是您講的也沒錯
[01:54:37] 但因為臺灣可能極端
[01:54:39] 比較極端一點
[01:54:39] 所以贏家們
[01:54:41] 每天都在煩惱
[01:54:43] 就是CEO腦子裡面
[01:54:44] 都是在裝
[01:54:45] 怎麼樣賺更多的錢
[01:54:46] 然後呢
[01:54:47] 在挑戰環境的
[01:54:48] 整天都在想
[01:54:49] 怎麼能夠省更多的錢
[01:54:50] 所以他的可能腦子
[01:54:51] 都被occupied的
[01:54:52] 不太有辦法
[01:54:53] 朝著那個方向去講
[01:54:54] 這個也是事實上
[01:54:55] 我們在跟很多CEO
[01:54:56] 溝通的時候也發現
[01:54:58] 就他們會看到
[01:54:59] AI很好很好
[01:55:00] 但是呢
[01:55:01] 每次一回到家
[01:55:01] 他的priority又改
[01:55:02] 變成是每天在救活的priority
[01:55:04] 而不是去再步
[01:55:05] 我剛才講的這個
[01:55:06] reshape的這個事情
[01:55:07] 那我們把
[01:55:09] 就是AI對企業
[01:55:11] 特別臺灣企業的影響
[01:55:12] 如果分成兩塊來看
[01:55:13] 一塊是對
[01:55:14] 工廠生產線的影響
[01:55:15] 一塊是對辦公室裡面的
[01:55:17] 這個流程的影響
[01:55:20] 當然現在因為
[01:55:20] 電子製造業階段很好
[01:55:22] 所以大概的改造
[01:55:23] 都是在智慧生產這一塊
[01:55:25] 在工廠這邊自動化
[01:55:26] 其實都做得
[01:55:27] 有相當的不錯
[01:55:28] 因為否則他趕不及
[01:55:29] 那個訂單出貨
[01:55:29] 但可能因此就拖
[01:55:31] 拖慢了
[01:55:32] 他在辦公室這一塊的
[01:55:33] 很多部門的流程之間的
[01:55:35] 所以節省跟調整的
[01:55:37] 這個部分
[01:55:38] 對
[01:55:39] 所以這個事情就牽扯到
[01:55:41] 就是說
[01:55:41] 如果你同樣CEO要投資的話
[01:55:43] 你必須有取捨
[01:55:44] 因為總是有些工作
